"","Year","Quarter","Percentage unemployed %"
"3771","2005","Q2",7.178476
"3772","2005","Q3",7.28569
"3773","2005","Q4",7.020228
"3774","2006","Q1",7.178244
"3775","2006","Q2",7.706695
"3776","2006","Q3",7.031242
"3777","2006","Q4",6.733935
"3778","2007","Q1",6.571876
"3779","2007","Q2",6.151218
"3780","2007","Q3",6.023393
"3781","2007","Q4",5.673129
"3782","2008","Q1",6.463068
"3783","2008","Q2",5.601883
"3784","2008","Q3",6.24025
"3785","2008","Q4",6.991486
"3786","2009","Q1",8.59385
"3787","2009","Q2",8.807144
"3788","2009","Q3",8.358085
"3789","2009","Q4",8.072052
"3790","2010","Q1",8.046366
"3791","2010","Q2",7.667247
"3792","2010","Q3",7.252217
"3793","2010","Q4",6.919781
"3794","2011","Q1",6.740525
"3795","2011","Q2",6.58636
"3796","2011","Q3",6.493854
"3797","2011","Q4",6.16274
"3798","2012","Q1",5.787262
"3799","2012","Q2",5.490993
"3800","2012","Q3",5.37258
"3801","2012","Q4",5.183052
"3802","2013","Q1",5.339546
"3803","2013","Q2",5.50484
"3804","2013","Q3",5.542516
"3805","2013","Q4",5.525891
"3806","2014","Q1",5.11327
"3807","2014","Q2",5.148578
"3808","2014","Q3",5.142368
"3809","2014","Q4",5.221177
"3810","2015","Q1",5.32314
"3811","2015","Q2",5.687047
"3812","2015","Q3",5.53678
"3813","2015","Q4",5.722324
"3814","2016","Q1",5.476496
"3815","2016","Q2",5.766631
"3816","2016","Q3",5.532752
"3817","2016","Q4",5.373054
"3818","2017","Q1",5.171059
"3819","2017","Q2",5.301201
"3820","2017","Q3",5.278428
"3821","2017","Q4",5.096796
"3822","1999","Q1",7.318923
"3823","1999","Q2",7.467138
"3824","1999","Q3",7.512541
"3825","1999","Q4",7.368549
"3826","2000","Q1",6.916495
"3827","2000","Q2",7.116419
"3828","2000","Q3",6.632186
"3829","2000","Q4",6.267913
"3830","2001","Q1",6.116986
"3831","2001","Q2",6.005043
"3832","2001","Q3",5.962421
"3833","2001","Q4",6.602428
"3834","2002","Q1",6.427784
"3835","2002","Q2",6.201189
"3836","2002","Q3",6.282545
"3837","2002","Q4",6.33246
"3838","2003","Q1",6.598473
"3839","2003","Q2",6.682036
"3840","2003","Q3",6.849667
"3841","2003","Q4",6.583848
"3842","2004","Q1",6.42862
"3843","2004","Q2",6.298393
"3844","2004","Q3",6.194792
"3845","2004","Q4",6.24964
"3846","2005","Q1",6.229642
"3847","2005","Q2",6.132106
"3848","2005","Q3",6.681656
"3849","2005","Q4",6.976285
"3850","2006","Q1",6.200661
"3851","2006","Q2",6.173153
"3852","2006","Q3",5.90895
"3853","2006","Q4",5.508243
"3854","2007","Q1",5.187116
"3855","2007","Q2",4.747199
"3856","2007","Q3",4.686339
"3857","2007","Q4",4.65836
"3858","2008","Q1",4.624383
"3859","2008","Q2",4.243342
"3860","2008","Q3",4.3239
"3861","2008","Q4",4.300641
"3862","2009","Q1",4.982798
"3863","2009","Q2",5.692464
"3864","2009","Q3",6.362993
"3865","2009","Q4",6.384305
"3866","2010","Q1",6.725499
"3867","2010","Q2",7.296261
"3868","2010","Q3",7.299986
"3869","2010","Q4",7.617047
"3870","2011","Q1",7.966744
"3871","2011","Q2",7.99709
"3872","2011","Q3",8.179591
"3873","2011","Q4",8.532923
"3874","2012","Q1",8.02675
"3875","2012","Q2",8.466034
"3876","2012","Q3",9.41088
"3877","2012","Q4",9.459682
"3878","2013","Q1",10.37901
"3879","2013","Q2",10.5323
"3880","2013","Q3",9.743346
"3881","2013","Q4",9.745494
"3882","2014","Q1",10.04388
"3883","2014","Q2",9.395526
"3884","2014","Q3",9.581926
"3885","2014","Q4",9.658658
"3886","2015","Q1",9.180151
"3887","2015","Q2",9.303487
"3888","2015","Q3",8.859764
"3889","2015","Q4",8.493308
"3890","2016","Q1",8.327557
"3891","2016","Q2",7.956221
"3892","2016","Q3",7.665333
"3893","2016","Q4",8.052251
"3894","2017","Q1",7.254172
"3895","2017","Q2",6.616353
"3896","2017","Q3",6.539184
"3897","2017","Q4",5.868317
"3898","2000","Q3",23.27404
"3899","2001","Q1",24.6229
"3900","2001","Q3",26.15745
"3901","2002","Q1",27.73393
"3902","2002","Q3",26.61707
"3903","2003","Q1",29.33123
"3904","2003","Q3",24.81454
"3905","2004","Q1",26.3548
"3906","2004","Q3",22.9779
"3907","2005","Q1",24.21046
"3908","2005","Q3",23.48556
"3909","2006","Q1",23.13454
"3910","2006","Q3",22.10195
"3911","2007","Q1",23.6127
"3912","2007","Q3",21.03064
"3913","2008","Q1",22.829
"3914","2008","Q2",22.44366
"3915","2008","Q3",22.58481
"3916","2008","Q4",22.34031
"3917","2009","Q1",22.5864
"3918","2009","Q2",22.99957
"3919","2009","Q3",24.19877
"3920","2009","Q4",24.95547
"3921","2010","Q1",24.62719
"3922","2010","Q2",24.8599
"3923","2010","Q3",25.20041
"3924","2010","Q4",24.79518
"3925","2011","Q1",24.43216
"3926","2011","Q2",25.33996
"3927","2011","Q3",24.7477
"3928","2011","Q4",24.61602
"3929","2012","Q1",24.59817
"3930","2012","Q2",24.56022
"3931","2012","Q3",24.96039
"3932","2012","Q4",25.35117
"3933","2013","Q1",24.59015
"3934","2013","Q2",25.06455
"3935","2013","Q3",24.29511
"3936","2013","Q4",24.99541
"3937","2014","Q1",24.72515
"3938","2014","Q2",25.24384
"3939","2014","Q3",25.21183
"3940","2014","Q4",25.1324
"3941","2015","Q1",25.88556
"3942","2015","Q2",24.84728
"3943","2015","Q3",25.29917
"3944","2015","Q4",25.3489
"3945","2016","Q1",26.25061
"3946","2016","Q2",26.38824
"3947","2016","Q3",26.83339
"3948","2016","Q4",27.36299
"3949","2017","Q1",27.20728
"3950","2017","Q2",27.52325
"3951","2017","Q3",27.51225
"3952","2017","Q4",27.59373
"3953","2005","Q1",8.957342
"3954","2005","Q2",8.991937
"3955","2005","Q3",8.852732
"3956","2005","Q4",8.753456
"3957","2006","Q1",8.551343
"3958","2006","Q2",8.234617
"3959","2006","Q3",8.040486
"3960","2006","Q4",7.801806
"3961","2007","Q1",7.43923
"3962","2007","Q2",7.136308
"3963","2007","Q3",7.033922
"3964","2007","Q4",6.871829
"3965","2008","Q1",6.768563
"3966","2008","Q2",6.822916
"3967","2008","Q3",6.9283
"3968","2008","Q4",7.313198
"3969","2009","Q1",8.225866
"3970","2009","Q2",8.796363
"3971","2009","Q3",9.164503
"3972","2009","Q4",9.307686
"3973","2010","Q1",9.546886
"3974","2010","Q2",9.563375
"3975","2010","Q3",9.496771
"3976","2010","Q4",9.502384
"3977","2011","Q1",9.386233
"3978","2011","Q2",9.444076
"3979","2011","Q3",9.698446
"3980","2011","Q4",9.896462
"3981","2012","Q1",10.17232
"3982","2012","Q2",10.34661
"3983","2012","Q3",10.48265
"3984","2012","Q4",10.69762
"3985","2013","Q1",10.85955
"3986","2013","Q2",10.91724
"3987","2013","Q3",10.85226
"3988","2013","Q4",10.6555
"3989","2014","Q1",10.51198
"3990","2014","Q2",10.25488
"3991","2014","Q3",10.09164
"3992","2014","Q4",9.988573
"3993","2015","Q1",9.705215
"3994","2015","Q2",9.579461
"3995","2015","Q3",9.2384
"3996","2015","Q4",9.05089
"3997","2016","Q1",8.867295
"3998","2016","Q2",8.651972
"3999","2016","Q3",8.448712
"4000","2016","Q4",8.1896
"4001","2017","Q1",8.002501
"4002","2017","Q2",7.710638
"4003","2017","Q3",7.519155
"4004","2017","Q4",7.253224
"4005","2003","Q2",7.078225
"4006","2004","Q2",6.834052
"4007","2005","Q1",6.650884
"4008","2005","Q2",6.602009
"4009","2005","Q3",6.486335
"4010","2005","Q4",6.441281
"4011","2006","Q1",6.2634
"4012","2006","Q2",6.083265
"4013","2006","Q3",5.995581
"4014","2006","Q4",5.8151
"4015","2007","Q1",5.702928
"4016","2007","Q2",5.542985
"4017","2007","Q3",5.551806
"4018","2007","Q4",5.53684
"4019","2008","Q1",5.544788
"4020","2008","Q2",5.688535
"4021","2008","Q3",5.955243
"4022","2008","Q4",6.491541
"4023","2009","Q1",7.466702
"4024","2009","Q2",8.12327
"4025","2009","Q3",8.353199
"4026","2009","Q4",8.376712
"4027","2010","Q1",8.437699
"4028","2010","Q2",8.311408
"4029","2010","Q3",8.187961
"4030","2010","Q4",8.163915
"4031","2011","Q1",7.93105
"4032","2011","Q2",7.922947
"4033","2011","Q3",7.920135
"4034","2011","Q4",7.900117
"4035","2012","Q1",7.89834
"4036","2012","Q2",7.918648
"4037","2012","Q3",7.906562
"4038","2012","Q4",7.965806
"4039","2013","Q1",8.020131
"4040","2013","Q2",7.954334
"4041","2013","Q3",7.833002
"4042","2013","Q4",7.661304
"4043","2014","Q1",7.564689
"4044","2014","Q2",7.371375
"4045","2014","Q3",7.313578
"4046","2014","Q4",7.134988
"4047","2015","Q1",6.956962
"4048","2015","Q2",6.867906
"4049","2015","Q3",6.670884
"4050","2015","Q4",6.557653
"4051","2016","Q1",6.436162
"4052","2016","Q2",6.353121
"4053","2016","Q3",6.322818
"4054","2016","Q4",6.183953
"4055","2017","Q1",6.0241
"4056","2017","Q2",5.817843
"4057","2017","Q3",5.704058
"4058","2017","Q4",5.510375
"4059","2005","Q1",9.083331
"4060","2005","Q2",9.052197
"4061","2005","Q3",8.925457
"4062","2005","Q4",8.790574
"4063","2006","Q1",8.640706
"4064","2006","Q2",8.340624
"4065","2006","Q3",8.134699
"4066","2006","Q4",7.893434
"4067","2007","Q1",7.596485
"4068","2007","Q2",7.380837
"4069","2007","Q3",7.391421
"4070","2007","Q4",7.143856
"4071","2008","Q1",7.122775
"4072","2008","Q2",7.264375
"4073","2008","Q3",7.475368
"4074","2008","Q4",7.900852
"4075","2009","Q1",8.842596
"4076","2009","Q2",9.350975
"4077","2009","Q3",9.798953
"4078","2009","Q4",9.986053
"4079","2010","Q1",10.11484
"4080","2010","Q2",10.13515
"4081","2010","Q3",10.03422
"4082","2010","Q4",10.00185
"4083","2011","Q1",9.921745
"4084","2011","Q2",9.935923
"4085","2011","Q3",10.18781
"4086","2011","Q4",10.46979
"4087","2012","Q1",10.83869
"4088","2012","Q2",11.19508
"4089","2012","Q3",11.46417
"4090","2012","Q4",11.73603
"4091","2013","Q1",11.91266
"4092","2013","Q2",12.00428
"4093","2013","Q3",11.98848
"4094","2013","Q4",11.86393
"4095","2014","Q1",11.82485
"4096","2014","Q2",11.62074
"4097","2014","Q3",11.54691
"4098","2014","Q4",11.4336
"4099","2015","Q1",11.15493
"4100","2015","Q2",11.016
"4101","2015","Q3",10.6989
"4102","2015","Q4",10.50779
"4103","2016","Q1",10.32725
"4104","2016","Q2",10.11794
"4105","2016","Q3",9.908278
"4106","2016","Q4",9.688775
"4107","2017","Q1",9.446685
"4108","2017","Q2",9.145054
"4109","2017","Q3",8.923938
"4110","2017","Q4",8.657155
"4111","2007","Q1",11.59941
"4112","2007","Q2",11.31317
"4113","2007","Q3",11.02084
"4114","2007","Q4",10.8871
"4115","2008","Q1",10.90648
"4116","2008","Q2",11.11957
"4117","2008","Q3",11.54222
"4118","2008","Q4",11.60009
"4119","2009","Q1",11.64259
"4120","2009","Q2",11.854
"4121","2009","Q3",12.34253
"4122","2009","Q4",12.57859
"4123","2010","Q1",11.76077
"4124","2010","Q2",12.12519
"4125","2010","Q3",11.65001
"4126","2010","Q4",11.79655
"4127","2011","Q1",11.17832
"4128","2011","Q2",11.20383
"4129","2011","Q3",10.61257
"4130","2011","Q4",10.48964
"4131","2012","Q1",10.39206
"4132","2012","Q2",10.67682
"4133","2012","Q3",10.33248
"4134","2012","Q4",10.31699
"4135","2013","Q1",10.19267
"4136","2013","Q2",9.741041
"4137","2013","Q3",9.539098
"4138","2013","Q4",9.231496
"4139","2014","Q1",9.390514
"4140","2014","Q2",9.111701
"4141","2014","Q3",9.025142
"4142","2014","Q4",9.077954
"4143","2015","Q1",8.750285
"4144","2015","Q2",9.016743
"4145","2015","Q3",9.110138
"4146","2015","Q4",8.95717
"4147","2016","Q1",9.502872
"4148","2016","Q2",9.063745
"4149","2016","Q3",9.263911
"4150","2016","Q4",9.185505
"4151","2017","Q1",9.439949
"4152","2017","Q2",9.212368
"4153","2017","Q3",9.481038
"4154","2017","Q4",9.551113
"4155","2002","Q1",13.0047
"4156","2002","Q2",13.75383
"4157","2002","Q3",11.10837
"4158","2002","Q4",12.03311
"4159","2003","Q1",11.69138
"4160","2003","Q2",11.99184
"4161","2003","Q3",11.99203
"4162","2003","Q4",10.8774
"4163","2004","Q1",12.16149
"4164","2004","Q2",11.64081
"4165","2004","Q3",11.34017
"4166","2004","Q4",11.83371
"4167","2005","Q1",11.42604
"4168","2005","Q2",10.3994
"4169","2005","Q3",9.620264
"4170","2005","Q4",8.684793
"4171","2006","Q1",8.446683
"4172","2006","Q2",7.209624
"4173","2006","Q3",6.113857
"4174","2006","Q4",6.36923
"4175","2007","Q1",6.952528
"4176","2007","Q2",6.266943
"4177","2007","Q3",5.726822
"4178","2007","Q4",5.273536
"4179","2008","Q1",6.654667
"4180","2008","Q2",6.576096
"4181","2008","Q3",7.465789
"4182","2008","Q4",10.2803
"4183","2009","Q1",14.21265
"4184","2009","Q2",17.20865
"4185","2009","Q3",18.84071
"4186","2009","Q4",19.98309
"4187","2010","Q1",21.07336
"4188","2010","Q2",20.2919
"4189","2010","Q3",18.73356
"4190","2010","Q4",17.80195
"4191","2011","Q1",17.34944
"4192","2011","Q2",17.0528
"4193","2011","Q3",15.28798
"4194","2011","Q4",15.10722
"4195","2012","Q1",16.12684
"4196","2012","Q2",16.18342
"4197","2012","Q3",13.84335
"4198","2012","Q4",14.0219
"4199","2013","Q1",12.87602
"4200","2013","Q2",11.39703
"4201","2013","Q3",11.87769
"4202","2013","Q4",11.30186
"4203","2014","Q1",11.78433
"4204","2014","Q2",10.69878
"4205","2014","Q3",10.65184
"4206","2014","Q4",10.22299
"4207","2015","Q1",10.11864
"4208","2015","Q2",9.766782
"4209","2015","Q3",9.776484
"4210","2015","Q4",9.835028
"4211","2016","Q1",10.1603
"4212","2016","Q2",9.502038
"4213","2016","Q3",9.612268
"4214","2016","Q4",9.295163
"4215","2017","Q1",9.286847
"4216","2017","Q2",8.829044
"4217","2017","Q3",8.584145
"4218","2017","Q4",8.156181
