"","Country","Quarter","GDP_USD_Millions"
"2480","ISL","2012-Q4",13268.184903
"2481","ISL","2013-Q1",13648.315692
"2482","ISL","2013-Q2",13529.372621
"2483","ISL","2013-Q3",13989.021869
"2484","ISL","2013-Q4",14290.978188
"2485","ISL","2014-Q1",14113.087822
"2486","ISL","2014-Q2",14174.809812
"2487","ISL","2014-Q3",14979.648315
"2488","ISL","2014-Q4",15031.836816
"2489","ISL","2015-Q1",15137.450354
"2490","ISL","2015-Q2",15841.136083
"2491","ISL","2015-Q3",15860.558343
"2492","ISL","2015-Q4",16019.889611
"2493","ISL","2016-Q1",16004.694017
"2494","ISL","2016-Q2",16776.739878
"2495","ISL","2016-Q3",17324.344169
"2496","ISL","2016-Q4",17988.753575
"2497","ISL","2017-Q1",17766.634376
"2498","ISL","2017-Q2",18047.548227
"2499","ISL","2017-Q3",18891.876047
"2500","ISL","2017-Q4",19315.708571
"2501","IRL","1960-Q1",3535.051819
"2502","IRL","1960-Q2",3596.271072
"2503","IRL","1960-Q3",3660.053882
"2504","IRL","1960-Q4",3720.814081
"2505","IRL","1961-Q1",3776.413826
"2506","IRL","1961-Q2",3833.020871
"2507","IRL","1961-Q3",3879.8849
"2508","IRL","1961-Q4",3917.202934
"2509","IRL","1962-Q1",3962.648502
"2510","IRL","1962-Q2",3993.978348
"2511","IRL","1962-Q3",4040.816021
"2512","IRL","1962-Q4",4101.897829
"2513","IRL","1963-Q1",4172.651762
"2514","IRL","1963-Q2",4232.043929
"2515","IRL","1963-Q3",4284.584929
"2516","IRL","1963-Q4",4361.148687
"2517","IRL","1964-Q1",4416.625738
"2518","IRL","1964-Q2",4468.953528
"2519","IRL","1964-Q3",4519.67848
"2520","IRL","1964-Q4",4563.123573
"2521","IRL","1965-Q1",4608.874647
"2522","IRL","1965-Q2",4652.363616
"2523","IRL","1965-Q3",4681.531565
"2524","IRL","1965-Q4",4711.391983
"2525","IRL","1966-Q1",4739.927865
"2526","IRL","1966-Q2",4776.566414
"2527","IRL","1966-Q3",4858.258541
"2528","IRL","1966-Q4",4975.477863
"2529","IRL","1967-Q1",5072.266744
"2530","IRL","1967-Q2",5173.471545
"2531","IRL","1967-Q3",5320.214141
"2532","IRL","1967-Q4",5499.152834
"2533","IRL","1968-Q1",5681.204851
"2534","IRL","1968-Q2",5861.642834
"2535","IRL","1968-Q3",6024.329579
"2536","IRL","1968-Q4",6198.07964
"2537","IRL","1969-Q1",6348.88252
"2538","IRL","1969-Q2",6524.471142
"2539","IRL","1969-Q3",6691.496145
"2540","IRL","1969-Q4",6830.588196
"2541","IRL","1970-Q1",7071.472376
"2542","IRL","1970-Q2",7146.885355
"2543","IRL","1970-Q3",7217.861697
"2544","IRL","1970-Q4",7355.612868
"2545","IRL","1971-Q1",7534.968071
"2546","IRL","1971-Q2",7727.253293
"2547","IRL","1971-Q3",7921.577392
"2548","IRL","1971-Q4",8118.341968
"2549","IRL","1972-Q1",8382.534569
"2550","IRL","1972-Q2",8571.780536
"2551","IRL","1972-Q3",8783.677334
"2552","IRL","1972-Q4",9016.824897
"2553","IRL","1973-Q1",9230.508104
"2554","IRL","1973-Q2",9464.815239
"2555","IRL","1973-Q3",9725.751793
"2556","IRL","1973-Q4",9993.406789
"2557","IRL","1974-Q1",10267.784528
"2558","IRL","1974-Q2",10627.892493
"2559","IRL","1974-Q3",11105.032304
"2560","IRL","1974-Q4",11645.847833
"2561","IRL","1975-Q1",12122.206572
"2562","IRL","1975-Q2",12469.430359
"2563","IRL","1975-Q3",12769.47608
"2564","IRL","1975-Q4",12975.834204
"2565","IRL","1976-Q1",13080.688516
"2566","IRL","1976-Q2",13228.616725
"2567","IRL","1976-Q3",13526.019776
"2568","IRL","1976-Q4",14020.936897
"2569","IRL","1977-Q1",14588.900712
"2570","IRL","1977-Q2",15171.813571
"2571","IRL","1977-Q3",15733.663853
"2572","IRL","1977-Q4",16420.564576
"2573","IRL","1978-Q1",16962.388499
"2574","IRL","1978-Q2",17521.12086
"2575","IRL","1978-Q3",18008.969876
"2576","IRL","1978-Q4",18533.78736
"2577","IRL","1979-Q1",18978.59858
"2578","IRL","1979-Q2",19545.45691
"2579","IRL","1979-Q3",20087.990209
"2580","IRL","1979-Q4",20639.160499
"2581","IRL","1980-Q1",21236.073879
"2582","IRL","1980-Q2",21879.024075
"2583","IRL","1980-Q3",22562.391509
"2584","IRL","1980-Q4",23367.912684
"2585","IRL","1981-Q1",24139.98044
"2586","IRL","1981-Q2",24794.735803
"2587","IRL","1981-Q3",25466.308368
"2588","IRL","1981-Q4",26177.120939
"2589","IRL","1982-Q1",26740.844539
"2590","IRL","1982-Q2",27184.349968
"2591","IRL","1982-Q3",27582.911825
"2592","IRL","1982-Q4",27797.489219
"2593","IRL","1983-Q1",27911.88129
"2594","IRL","1983-Q2",28056.5816
"2595","IRL","1983-Q3",28453.828481
"2596","IRL","1983-Q4",28934.150469
"2597","IRL","1984-Q1",29627.079428
"2598","IRL","1984-Q2",30311.716247
"2599","IRL","1984-Q3",30988.254708
"2600","IRL","1984-Q4",31572.110866
"2601","IRL","1985-Q1",32214.407501
"2602","IRL","1985-Q2",32564.956865
"2603","IRL","1985-Q3",32745.631066
"2604","IRL","1985-Q4",32798.478431
"2605","IRL","1986-Q1",32799.613061
"2606","IRL","1986-Q2",32857.771624
"2607","IRL","1986-Q3",33106.046221
"2608","IRL","1986-Q4",33620.910587
"2609","IRL","1987-Q1",34344.46121
"2610","IRL","1987-Q2",35117.95379
"2611","IRL","1987-Q3",35923.043168
"2612","IRL","1987-Q4",36735.584342
"2613","IRL","1988-Q1",37490.094029
"2614","IRL","1988-Q2",38279.474337
"2615","IRL","1988-Q3",39123.544463
"2616","IRL","1988-Q4",39836.10294
"2617","IRL","1989-Q1",40761.91316
"2618","IRL","1989-Q2",41837.24492
"2619","IRL","1989-Q3",43055.089051
"2620","IRL","1989-Q4",44481.209045
"2621","IRL","1990-Q1",46109.936451
"2622","IRL","1990-Q2",47546.528692
"2623","IRL","1990-Q3",48574.574631
"2624","IRL","1990-Q4",49163.658889
"2625","IRL","1991-Q1",49664.36538
"2626","IRL","1991-Q2",50013.62352
"2627","IRL","1991-Q3",50574.393252
"2628","IRL","1991-Q4",51275.410668
"2629","IRL","1992-Q1",52049.910442
"2630","IRL","1992-Q2",52941.498111
"2631","IRL","1992-Q3",53651.151095
"2632","IRL","1992-Q4",54347.117147
"2633","IRL","1993-Q1",54929.987751
"2634","IRL","1993-Q2",55558.81071
"2635","IRL","1993-Q3",56294.64923
"2636","IRL","1993-Q4",57158.735447
"2637","IRL","1994-Q1",58216.878655
"2638","IRL","1994-Q2",59516.132899
"2639","IRL","1994-Q3",61136.73618
"2640","IRL","1994-Q4",63010.256493
"2641","IRL","1995-Q1",66040.276378
"2642","IRL","1995-Q2",67089.884734
"2643","IRL","1995-Q3",69408.728278
"2644","IRL","1995-Q4",70757.319445
"2645","IRL","1996-Q1",72559.319045
"2646","IRL","1996-Q2",74450.854242
"2647","IRL","1996-Q3",74530.388888
"2648","IRL","1996-Q4",76268.195584
"2649","IRL","1997-Q1",78792.04819
"2650","IRL","1997-Q2",81945.661979
"2651","IRL","1997-Q3",84299.192526
"2652","IRL","1997-Q4",86738.912667
"2653","IRL","1998-Q1",89914.79029
"2654","IRL","1998-Q2",92417.706427
"2655","IRL","1998-Q3",96379.029206
"2656","IRL","1998-Q4",92943.02186
"2657","IRL","1999-Q1",98450.949518
"2658","IRL","1999-Q2",98044.622157
"2659","IRL","1999-Q3",102761.196308
"2660","IRL","1999-Q4",105748.872336
"2661","IRL","2000-Q1",108721.237308
"2662","IRL","2000-Q2",112800.3806
"2663","IRL","2000-Q3",117608.094357
"2664","IRL","2000-Q4",119939.783992
"2665","IRL","2001-Q1",122376.644926
"2666","IRL","2001-Q2",125124.153291
"2667","IRL","2001-Q3",126453.076859
"2668","IRL","2001-Q4",129667.189154
"2669","IRL","2002-Q1",134315.389095
"2670","IRL","2002-Q2",136479.654409
"2671","IRL","2002-Q3",140442.674129
"2672","IRL","2002-Q4",142356.998871
"2673","IRL","2003-Q1",140477.224175
"2674","IRL","2003-Q2",141535.440195
"2675","IRL","2003-Q3",144336.735172
"2676","IRL","2003-Q4",152700.558345
"2677","IRL","2004-Q1",153496.753471
"2678","IRL","2004-Q2",157519.592084
"2679","IRL","2004-Q3",157821.041273
"2680","IRL","2004-Q4",160869.355356
"2681","IRL","2005-Q1",162435.382464
"2682","IRL","2005-Q2",166116.255148
"2683","IRL","2005-Q3",168540.349744
"2684","IRL","2005-Q4",175709.75378
"2685","IRL","2006-Q1",181362.563607
"2686","IRL","2006-Q2",186251.52158
"2687","IRL","2006-Q3",193391.061243
"2688","IRL","2006-Q4",195263.17451
"2689","IRL","2007-Q1",206605.555537
"2690","IRL","2007-Q2",205287.451972
"2691","IRL","2007-Q3",200965.064329
"2692","IRL","2007-Q4",210024.005435
"2693","IRL","2008-Q1",204246.692695
"2694","IRL","2008-Q2",200374.628546
"2695","IRL","2008-Q3",199647.191118
"2696","IRL","2008-Q4",191292.90104
"2697","IRL","2009-Q1",190092.078246
"2698","IRL","2009-Q2",189620.353028
"2699","IRL","2009-Q3",186992.308514
"2700","IRL","2009-Q4",188273.361605
"2701","IRL","2010-Q1",193162.980698
"2702","IRL","2010-Q2",196715.232083
"2703","IRL","2010-Q3",199807.46394
"2704","IRL","2010-Q4",200187.162323
"2705","IRL","2011-Q1",205036.303548
"2706","IRL","2011-Q2",206875.330491
"2707","IRL","2011-Q3",207321.066189
"2708","IRL","2011-Q4",207553.800743
"2709","IRL","2012-Q1",209486.397152
"2710","IRL","2012-Q2",213238.346337
"2711","IRL","2012-Q3",212771.661261
"2712","IRL","2012-Q4",217080.258652
"2713","IRL","2013-Q1",216222.6425
"2714","IRL","2013-Q2",220952.760698
"2715","IRL","2013-Q3",227107.754159
"2716","IRL","2013-Q4",223302.314844
"2717","IRL","2014-Q1",228246.572575
"2718","IRL","2014-Q2",234995.447001
"2719","IRL","2014-Q3",238948.569629
"2720","IRL","2014-Q4",246414.101659
"2721","IRL","2015-Q1",309447.017241
"2722","IRL","2015-Q2",314140.475304
"2723","IRL","2015-Q3",331361.04854
"2724","IRL","2015-Q4",332990.028883
"2725","IRL","2016-Q1",329217.502393
"2726","IRL","2016-Q2",333911.025438
"2727","IRL","2016-Q3",335808.738718
"2728","IRL","2016-Q4",356640.7413
"2729","IRL","2017-Q1",347427.154235
"2730","IRL","2017-Q2",356690.299719
"2731","IRL","2017-Q3",374815.916353
"2732","IRL","2017-Q4",388096.589156
"2733","ITA","1960-Q1",84057.627056
"2734","ITA","1960-Q2",85631.492137
"2735","ITA","1960-Q3",87268.287461
"2736","ITA","1960-Q4",87614.62242
"2737","ITA","1961-Q1",90908.295273
"2738","ITA","1961-Q2",93021.21378
"2739","ITA","1961-Q3",95423.526318
"2740","ITA","1961-Q4",97561.426606
"2741","ITA","1962-Q1",99532.640479
"2742","ITA","1962-Q2",100776.544356
"2743","ITA","1962-Q3",101590.530807
"2744","ITA","1962-Q4",103309.496196
"2745","ITA","1963-Q1",104437.678469
"2746","ITA","1963-Q2",107471.736496
"2747","ITA","1963-Q3",109373.710613
"2748","ITA","1963-Q4",111410.085517
"2749","ITA","1964-Q1",113448.486694
"2750","ITA","1964-Q2",112585.626526
"2751","ITA","1964-Q3",112859.911265
"2752","ITA","1964-Q4",112897.971152
"2753","ITA","1965-Q1",114988.473799
"2754","ITA","1965-Q2",117804.051967
"2755","ITA","1965-Q3",119840.253655
"2756","ITA","1965-Q4",122469.489734
"2757","ITA","1966-Q1",124459.30676
"2758","ITA","1966-Q2",127268.702149
"2759","ITA","1966-Q3",132135.600646
"2760","ITA","1966-Q4",133894.709825
"2761","ITA","1967-Q1",137132.794323
"2762","ITA","1967-Q2",140788.822951
"2763","ITA","1967-Q3",144329.438308
"2764","ITA","1967-Q4",148808.335215
"2765","ITA","1968-Q1",150836.972014
"2766","ITA","1968-Q2",155623.906797
"2767","ITA","1968-Q3",160931.464958
"2768","ITA","1968-Q4",167013.350982
"2769","ITA","1969-Q1",171358.400997
"2770","ITA","1969-Q2",176675.203391
"2771","ITA","1969-Q3",179609.934312
"2772","ITA","1969-Q4",178288.746917
"2773","ITA","1970-Q1",191714.038294
"2774","ITA","1970-Q2",195806.752071
"2775","ITA","1970-Q3",201298.724516
"2776","ITA","1970-Q4",204020.984919
"2777","ITA","1971-Q1",205814.87109
"2778","ITA","1971-Q2",209301.169188
"2779","ITA","1971-Q3",214572.49547
"2780","ITA","1971-Q4",217767.976941
"2781","ITA","1972-Q1",223935.009612
"2782","ITA","1972-Q2",225475.611072
"2783","ITA","1972-Q3",230842.632643
"2784","ITA","1972-Q4",234983.699676
"2785","ITA","1973-Q1",239865.899619
"2786","ITA","1973-Q2",250829.10859
"2787","ITA","1973-Q3",263771.524814
"2788","ITA","1973-Q4",275618.170398
"2789","ITA","1974-Q1",283166.291256
"2790","ITA","1974-Q2",292584.363007
"2791","ITA","1974-Q3",301351.643186
"2792","ITA","1974-Q4",303395.369239
"2793","ITA","1975-Q1",304397.283322
"2794","ITA","1975-Q2",308473.845792
"2795","ITA","1975-Q3",318279.454994
"2796","ITA","1975-Q4",327238.03675
"2797","ITA","1976-Q1",336683.795864
"2798","ITA","1976-Q2",346559.963634
"2799","ITA","1976-Q3",360381.723953
"2800","ITA","1976-Q4",373666.16364
"2801","ITA","1977-Q1",380492.175426
"2802","ITA","1977-Q2",383994.216441
"2803","ITA","1977-Q3",385017.869201
"2804","ITA","1977-Q4",396300.402986
"2805","ITA","1978-Q1",407912.785079
"2806","ITA","1978-Q2",422000.894734
"2807","ITA","1978-Q3",431081.813969
"2808","ITA","1978-Q4",446967.605535
"2809","ITA","1979-Q1",462634.899005
"2810","ITA","1979-Q2",477871.269646
"2811","ITA","1979-Q3",497258.306381
"2812","ITA","1979-Q4",519999.542444
"2813","ITA","1980-Q1",530865.418362
"2814","ITA","1980-Q2",547434.589752
"2815","ITA","1980-Q3",560866.186618
"2816","ITA","1980-Q4",581266.999284
"2817","ITA","1981-Q1",591989.373999
"2818","ITA","1981-Q2",604017.753818
"2819","ITA","1981-Q3",615066.873057
"2820","ITA","1981-Q4",631743.086015
"2821","ITA","1982-Q1",640578.273499
"2822","ITA","1982-Q2",646602.994285
"2823","ITA","1982-Q3",655620.014403
"2824","ITA","1982-Q4",660936.086221
"2825","ITA","1983-Q1",667987.069107
"2826","ITA","1983-Q2",671625.557874
"2827","ITA","1983-Q3",691295.681807
"2828","ITA","1983-Q4",711904.118867
"2829","ITA","1984-Q1",718246.664759
"2830","ITA","1984-Q2",726731.004108
"2831","ITA","1984-Q3",741293.036857
"2832","ITA","1984-Q4",746356.883225
"2833","ITA","1985-Q1",759157.307466
"2834","ITA","1985-Q2",773889.802045
"2835","ITA","1985-Q3",784589.350524
"2836","ITA","1985-Q4",794400.854764
"2837","ITA","1986-Q1",803317.436654
"2838","ITA","1986-Q2",811795.766094
"2839","ITA","1986-Q3",823230.10623
"2840","ITA","1986-Q4",831225.560429
"2841","ITA","1987-Q1",840695.399449
"2842","ITA","1987-Q2",859125.095427
"2843","ITA","1987-Q3",867832.810178
"2844","ITA","1987-Q4",884398.354599
"2845","ITA","1988-Q1",904412.619556
"2846","ITA","1988-Q2",919000.105012
"2847","ITA","1988-Q3",942204.548526
"2848","ITA","1988-Q4",961364.85844
"2849","ITA","1989-Q1",978347.50901
"2850","ITA","1989-Q2",992576.22027
"2851","ITA","1989-Q3",1009461.258487
"2852","ITA","1989-Q4",1025617.92594
"2853","ITA","1990-Q1",1039132.547055
"2854","ITA","1990-Q2",1051693.190402
"2855","ITA","1990-Q3",1061992.115844
"2856","ITA","1990-Q4",1062870.991762
"2857","ITA","1991-Q1",1095059.709606
"2858","ITA","1991-Q2",1096816.247308
"2859","ITA","1991-Q3",1105459.007329
"2860","ITA","1991-Q4",1124561.416211
"2861","ITA","1992-Q1",1132415.322913
"2862","ITA","1992-Q2",1138960.873074
"2863","ITA","1992-Q3",1141802.388372
"2864","ITA","1992-Q4",1141572.863546
"2865","ITA","1993-Q1",1146427.187561
"2866","ITA","1993-Q2",1150598.91819
"2867","ITA","1993-Q3",1155699.707449
"2868","ITA","1993-Q4",1170252.976211
"2869","ITA","1994-Q1",1184919.822241
"2870","ITA","1994-Q2",1199409.748318
"2871","ITA","1994-Q3",1213312.583767
"2872","ITA","1994-Q4",1231275.832088
"2873","ITA","1995-Q1",1253653.098157
"2874","ITA","1995-Q2",1260048.206517
"2875","ITA","1995-Q3",1271933.75395
"2876","ITA","1995-Q4",1289306.773288
"2877","ITA","1996-Q1",1302692.367017
"2878","ITA","1996-Q2",1300936.408757
"2879","ITA","1996-Q3",1306950.767921
"2880","ITA","1996-Q4",1311491.275309
"2881","ITA","1997-Q1",1321164.587944
"2882","ITA","1997-Q2",1343997.957225
"2883","ITA","1997-Q3",1361559.061142
"2884","ITA","1997-Q4",1396778.393236
"2885","ITA","1998-Q1",1401785.92936
"2886","ITA","1998-Q2",1417591.10537
"2887","ITA","1998-Q3",1427636.973314
"2888","ITA","1998-Q4",1423599.601904
"2889","ITA","1999-Q1",1432576.728244
"2890","ITA","1999-Q2",1438989.626003
"2891","ITA","1999-Q3",1453734.802488
"2892","ITA","1999-Q4",1480630.607004
"2893","ITA","2000-Q1",1510986.300781
"2894","ITA","2000-Q2",1530467.553864
"2895","ITA","2000-Q3",1547177.133639
"2896","ITA","2000-Q4",1576242.905819
"2897","ITA","2001-Q1",1587041.543614
"2898","ITA","2001-Q2",1591615.000975
"2899","ITA","2001-Q3",1590415.377168
"2900","ITA","2001-Q4",1599021.971017
"2901","ITA","2002-Q1",1608536.086248
"2902","ITA","2002-Q2",1626893.677058
"2903","ITA","2002-Q3",1640778.701361
"2904","ITA","2002-Q4",1657805.166574
"2905","ITA","2003-Q1",1663379.458502
"2906","ITA","2003-Q2",1660804.905397
"2907","ITA","2003-Q3",1666241.333543
"2908","ITA","2003-Q4",1678767.46242
"2909","ITA","2004-Q1",1689394.286949
"2910","ITA","2004-Q2",1697806.832298
"2911","ITA","2004-Q3",1698103.75213
"2912","ITA","2004-Q4",1701070.604013
"2913","ITA","2005-Q1",1700869.680555
"2914","ITA","2005-Q2",1725763.809465
"2915","ITA","2005-Q3",1757150.762522
"2916","ITA","2005-Q4",1787028.360254
"2917","ITA","2006-Q1",1827623.710565
"2918","ITA","2006-Q2",1868715.886664
"2919","ITA","2006-Q3",1898943.169288
"2920","ITA","2006-Q4",1935652.072275
"2921","ITA","2007-Q1",1960288.142065
"2922","ITA","2007-Q2",1974885.418485
"2923","ITA","2007-Q3",1992620.016411
"2924","ITA","2007-Q4",2016219.655245
"2925","ITA","2008-Q1",2075210.107123
"2926","ITA","2008-Q2",2088326.303981
"2927","ITA","2008-Q3",2095180.682175
"2928","ITA","2008-Q4",2070576.549308
"2929","ITA","2009-Q1",2036519.190757
"2930","ITA","2009-Q2",2026911.320168
"2931","ITA","2009-Q3",2039890.925082
"2932","ITA","2009-Q4",2047614.579898
"2933","ITA","2010-Q1",2048863.144685
"2934","ITA","2010-Q2",2061263.346849
"2935","ITA","2010-Q3",2080235.471239
"2936","ITA","2010-Q4",2109613.678635
"2937","ITA","2011-Q1",2137662.720072
"2938","ITA","2011-Q2",2164606.259157
"2939","ITA","2011-Q3",2172644.365902
"2940","ITA","2011-Q4",2161448.966792
"2941","ITA","2012-Q1",2156656.732428
"2942","ITA","2012-Q2",2151135.70191
"2943","ITA","2012-Q3",2159075.581395
"2944","ITA","2012-Q4",2163493.052551
"2945","ITA","2013-Q1",2159034.831076
"2946","ITA","2013-Q2",2168435.988473
"2947","ITA","2013-Q3",2186166.221305
"2948","ITA","2013-Q4",2189950.225681
"2949","ITA","2014-Q1",2190109.110439
"2950","ITA","2014-Q2",2191864.358963
"2951","ITA","2014-Q3",2198019.995135
"2952","ITA","2014-Q4",2195114.49645
"2953","ITA","2015-Q1",2193166.17912
"2954","ITA","2015-Q2",2212727.40596
"2955","ITA","2015-Q3",2232342.804085
"2956","ITA","2015-Q4",2256270.258548
"2957","ITA","2016-Q1",2287669.981041
"2958","ITA","2016-Q2",2319880.832049
"2959","ITA","2016-Q3",2341315.175907
"2960","ITA","2016-Q4",2363193.166753
"2961","ITA","2017-Q1",2377888.91349
"2962","ITA","2017-Q2",2386089.03718
"2963","ITA","2017-Q3",2400134.493795
"2964","ITA","2017-Q4",2413636.790278
"2965","JPN","1960-Q1",95447.355307
"2966","JPN","1960-Q2",95199.406487
"2967","JPN","1960-Q3",98413.12662
"2968","JPN","1960-Q4",102379.411816
"2969","JPN","1961-Q1",105897.239636
"2970","JPN","1961-Q2",108561.269735
"2971","JPN","1961-Q3",111059.622071
"2972","JPN","1961-Q4",116627.810848
"2973","JPN","1962-Q1",118872.877848
"2974","JPN","1962-Q2",120766.253941
"2975","JPN","1962-Q3",122493.274264
"2976","JPN","1962-Q4",125260.925073
"2977","JPN","1963-Q1",127459.462071
"2978","JPN","1963-Q2",131375.608307
"2979","JPN","1963-Q3",135364.49057
"2980","JPN","1963-Q4",141160.231884
"2981","JPN","1964-Q1",146149.763751
"2982","JPN","1964-Q2",150064.677026
"2983","JPN","1964-Q3",153042.825656
"2984","JPN","1964-Q4",155714.250004
"2985","JPN","1965-Q1",157834.707137
"2986","JPN","1965-Q2",160565.001062
"2987","JPN","1965-Q3",164860.591822
"2988","JPN","1965-Q4",168544.48365
"2989","JPN","1966-Q1",174128.583436
"2990","JPN","1966-Q2",182381.924867
"2991","JPN","1966-Q3",188596.064763
"2992","JPN","1966-Q4",193971.477737
"2993","JPN","1967-Q1",199925.278636
"2994","JPN","1967-Q2",206332.471341
"2995","JPN","1967-Q3",215535.154783
"2996","JPN","1967-Q4",222138.898393
"2997","JPN","1968-Q1",229997.51991
"2998","JPN","1968-Q2",240368.974378
"2999","JPN","1968-Q3",248229.190835
"3000","JPN","1968-Q4",266054.720279
"3001","JPN","1969-Q1",271117.483343
"3002","JPN","1969-Q2",282536.213911
"3003","JPN","1969-Q3",293360.902656
"3004","JPN","1969-Q4",308744.04548
"3005","JPN","1970-Q1",322720.953712
"3006","JPN","1970-Q2",331336.928394
"3007","JPN","1970-Q3",343284.094048
"3008","JPN","1970-Q4",347078.856723
"3009","JPN","1971-Q1",356118.015503
"3010","JPN","1971-Q2",366992.415623
"3011","JPN","1971-Q3",375450.215381
"3012","JPN","1971-Q4",382045.470386
"3013","JPN","1972-Q1",400443.384606
"3014","JPN","1972-Q2",410286.208499
"3015","JPN","1972-Q3",422729.722609
"3016","JPN","1972-Q4",438577.842561
"3017","JPN","1973-Q1",458172.625709
"3018","JPN","1973-Q2",469091.065775
"3019","JPN","1973-Q3",479166.084523
"3020","JPN","1973-Q4",494499.813322
"3021","JPN","1974-Q1",486391.837222
