"","Country","Quarter","GDP_USD_Millions"
"3846","MEX","2006-Q2",1475874.114696
"3847","MEX","2006-Q3",1493386.298373
"3848","MEX","2006-Q4",1504296.923926
"3849","MEX","2007-Q1",1532561.85925
"3850","MEX","2007-Q2",1558117.55097
"3851","MEX","2007-Q3",1573996.732973
"3852","MEX","2007-Q4",1594900.115218
"3853","MEX","2008-Q1",1612442.328622
"3854","MEX","2008-Q2",1646560.895594
"3855","MEX","2008-Q3",1673764.725533
"3856","MEX","2008-Q4",1669996.47839
"3857","MEX","2009-Q1",1607698.803631
"3858","MEX","2009-Q2",1602796.112343
"3859","MEX","2009-Q3",1651921.676112
"3860","MEX","2009-Q4",1685133.600407
"3861","MEX","2010-Q1",1701955.527211
"3862","MEX","2010-Q2",1724708.903369
"3863","MEX","2010-Q3",1752880.534629
"3864","MEX","2010-Q4",1794678.400477
"3865","MEX","2011-Q1",1842449.029346
"3866","MEX","2011-Q2",1892282.983038
"3867","MEX","2011-Q3",1945439.585659
"3868","MEX","2011-Q4",1965143.606455
"3869","MEX","2012-Q1",1980877.496034
"3870","MEX","2012-Q2",2003545.972251
"3871","MEX","2012-Q3",2017770.578009
"3872","MEX","2012-Q4",2037701.597662
"3873","MEX","2013-Q1",2049378.242078
"3874","MEX","2013-Q2",2036235.018294
"3875","MEX","2013-Q3",2071843.220788
"3876","MEX","2013-Q4",2102862.600141
"3877","MEX","2014-Q1",2138252.191836
"3878","MEX","2014-Q2",2179999.084482
"3879","MEX","2014-Q3",2185126.561544
"3880","MEX","2014-Q4",2186273.880635
"3881","MEX","2015-Q1",2158268.450582
"3882","MEX","2015-Q2",2166397.313337
"3883","MEX","2015-Q3",2184645.315972
"3884","MEX","2015-Q4",2182955.913163
"3885","MEX","2016-Q1",2209213.590444
"3886","MEX","2016-Q2",2232484.364889
"3887","MEX","2016-Q3",2282190.375279
"3888","MEX","2016-Q4",2335182.931021
"3889","MEX","2017-Q1",2376291.113737
"3890","MEX","2017-Q2",2410065.667605
"3891","MEX","2017-Q3",2441407.240071
"3892","MEX","2017-Q4",2500559.836295
"3893","NLD","1960-Q1",25724.045205
"3894","NLD","1960-Q2",26399.135755
"3895","NLD","1960-Q3",26044.900145
"3896","NLD","1960-Q4",26417.409759
"3897","NLD","1961-Q1",26567.322165
"3898","NLD","1961-Q2",26259.645835
"3899","NLD","1961-Q3",26360.042278
"3900","NLD","1961-Q4",26870.202864
"3901","NLD","1962-Q1",27745.217391
"3902","NLD","1962-Q2",28371.917871
"3903","NLD","1962-Q3",29326.298148
"3904","NLD","1962-Q4",29284.127973
"3905","NLD","1963-Q1",27569.143149
"3906","NLD","1963-Q2",30082.984927
"3907","NLD","1963-Q3",30841.294372
"3908","NLD","1963-Q4",31742.277147
"3909","NLD","1964-Q1",32263.622629
"3910","NLD","1964-Q2",32616.575853
"3911","NLD","1964-Q3",33366.537479
"3912","NLD","1964-Q4",33871.437494
"3913","NLD","1965-Q1",35028.970519
"3914","NLD","1965-Q2",34830.710958
"3915","NLD","1965-Q3",35285.009632
"3916","NLD","1965-Q4",36476.574555
"3917","NLD","1966-Q1",35714.724514
"3918","NLD","1966-Q2",37070.099881
"3919","NLD","1966-Q3",38196.895546
"3920","NLD","1966-Q4",38645.541679
"3921","NLD","1967-Q1",39332.952314
"3922","NLD","1967-Q2",39934.506449
"3923","NLD","1967-Q3",40988.083995
"3924","NLD","1967-Q4",41820.991768
"3925","NLD","1968-Q1",43689.564041
"3926","NLD","1968-Q2",44201.000885
"3927","NLD","1968-Q3",44900.204224
"3928","NLD","1968-Q4",47050.074226
"3929","NLD","1969-Q1",47696.933892
"3930","NLD","1969-Q2",49060.502164
"3931","NLD","1969-Q3",50919.860218
"3932","NLD","1969-Q4",53150.348993
"3933","NLD","1970-Q1",53134.71825
"3934","NLD","1970-Q2",55343.263079
"3935","NLD","1970-Q3",56602.808076
"3936","NLD","1970-Q4",58440.49783
"3937","NLD","1971-Q1",59474.728065
"3938","NLD","1971-Q2",60673.297186
"3939","NLD","1971-Q3",61653.532463
"3940","NLD","1971-Q4",61479.050125
"3941","NLD","1972-Q1",64267.743424
"3942","NLD","1972-Q2",65011.318551
"3943","NLD","1972-Q3",65766.232161
"3944","NLD","1972-Q4",67470.116951
"3945","NLD","1973-Q1",70446.159331
"3946","NLD","1973-Q2",71316.71317
"3947","NLD","1973-Q3",72181.375778
"3948","NLD","1973-Q4",76520.047189
"3949","NLD","1974-Q1",78448.638611
"3950","NLD","1974-Q2",81229.941201
"3951","NLD","1974-Q3",84203.316308
"3952","NLD","1974-Q4",85408.269736
"3953","NLD","1975-Q1",85521.864344
"3954","NLD","1975-Q2",87888.882301
"3955","NLD","1975-Q3",89868.160036
"3956","NLD","1975-Q4",94758.636468
"3957","NLD","1976-Q1",95841.095828
"3958","NLD","1976-Q2",97002.257677
"3959","NLD","1976-Q3",102011.555804
"3960","NLD","1976-Q4",102535.818252
"3961","NLD","1977-Q1",106144.332162
"3962","NLD","1977-Q2",108144.85101
"3963","NLD","1977-Q3",110665.623587
"3964","NLD","1977-Q4",114265.38141
"3965","NLD","1978-Q1",116101.047887
"3966","NLD","1978-Q2",118287.335935
"3967","NLD","1978-Q3",121237.48675
"3968","NLD","1978-Q4",125810.638702
"3969","NLD","1979-Q1",121639.658658
"3970","NLD","1979-Q2",131924.174071
"3971","NLD","1979-Q3",136069.702264
"3972","NLD","1979-Q4",141514.422685
"3973","NLD","1980-Q1",145241.568649
"3974","NLD","1980-Q2",146129.023826
"3975","NLD","1980-Q3",148507.007492
"3976","NLD","1980-Q4",155715.457543
"3977","NLD","1981-Q1",157181.530246
"3978","NLD","1981-Q2",159553.59302
"3979","NLD","1981-Q3",160757.299886
"3980","NLD","1981-Q4",164080.750828
"3981","NLD","1982-Q1",168504.301207
"3982","NLD","1982-Q2",166927.400682
"3983","NLD","1982-Q3",171750.056251
"3984","NLD","1982-Q4",170531.868441
"3985","NLD","1983-Q1",173853.38484
"3986","NLD","1983-Q2",179951.72656
"3987","NLD","1983-Q3",184315.795136
"3988","NLD","1983-Q4",183801.032447
"3989","NLD","1984-Q1",187917.408754
"3990","NLD","1984-Q2",188906.068934
"3991","NLD","1984-Q3",192510.237499
"3992","NLD","1984-Q4",194625.519116
"3993","NLD","1985-Q1",198560.230703
"3994","NLD","1985-Q2",204388.669755
"3995","NLD","1985-Q3",203885.040166
"3996","NLD","1985-Q4",210051.371734
"3997","NLD","1986-Q1",211067.609167
"3998","NLD","1986-Q2",215362.186146
"3999","NLD","1986-Q3",216722.105667
"4000","NLD","1986-Q4",215261.499773
"4001","NLD","1987-Q1",217621.840906
"4002","NLD","1987-Q2",222982.544664
"4003","NLD","1987-Q3",227510.706032
"4004","NLD","1987-Q4",231628.643547
"4005","NLD","1988-Q1",234148.268878
"4006","NLD","1988-Q2",238487.709631
"4007","NLD","1988-Q3",243509.246367
"4008","NLD","1988-Q4",247776.607277
"4009","NLD","1989-Q1",254202.578476
"4010","NLD","1989-Q2",259956.966853
"4011","NLD","1989-Q3",264089.444715
"4012","NLD","1989-Q4",268041.664928
"4013","NLD","1990-Q1",274395.522922
"4014","NLD","1990-Q2",279550.353151
"4015","NLD","1990-Q3",285893.287659
"4016","NLD","1990-Q4",290346.43852
"4017","NLD","1991-Q1",292060.405458
"4018","NLD","1991-Q2",297512.934267
"4019","NLD","1991-Q3",300928.309027
"4020","NLD","1991-Q4",305913.336513
"4021","NLD","1992-Q1",309405.304535
"4022","NLD","1992-Q2",308513.596485
"4023","NLD","1992-Q3",310913.003309
"4024","NLD","1992-Q4",314181.056604
"4025","NLD","1993-Q1",317892.856257
"4026","NLD","1993-Q2",320615.180878
"4027","NLD","1993-Q3",325181.723649
"4028","NLD","1993-Q4",324858.546928
"4029","NLD","1994-Q1",331341.344928
"4030","NLD","1994-Q2",336837.453897
"4031","NLD","1994-Q3",341232.466381
"4032","NLD","1994-Q4",346357.788745
"4033","NLD","1995-Q1",350710.703551
"4034","NLD","1995-Q2",355019.255009
"4035","NLD","1995-Q3",359534.500275
"4036","NLD","1995-Q4",363922.919673
"4037","NLD","1996-Q1",367501.305574
"4038","NLD","1996-Q2",373105.766567
"4039","NLD","1996-Q3",379443.422248
"4040","NLD","1996-Q4",384160.384932
"4041","NLD","1997-Q1",390974.319121
"4042","NLD","1997-Q2",396758.992604
"4043","NLD","1997-Q3",405112.43919
"4044","NLD","1997-Q4",413454.320504
"4045","NLD","1998-Q1",421638.10436
"4046","NLD","1998-Q2",426879.19617
"4047","NLD","1998-Q3",432275.342435
"4048","NLD","1998-Q4",436862.132655
"4049","NLD","1999-Q1",444801.025706
"4050","NLD","1999-Q2",451568.989498
"4051","NLD","1999-Q3",460740.567022
"4052","NLD","1999-Q4",473320.294945
"4053","NLD","2000-Q1",486959.593628
"4054","NLD","2000-Q2",499415.270803
"4055","NLD","2000-Q3",509245.518039
"4056","NLD","2000-Q4",517232.369523
"4057","NLD","2001-Q1",519340.444225
"4058","NLD","2001-Q2",524969.809901
"4059","NLD","2001-Q3",529275.319861
"4060","NLD","2001-Q4",536112.082762
"4061","NLD","2002-Q1",542122.720031
"4062","NLD","2002-Q2",549310.232308
"4063","NLD","2002-Q3",552799.669525
"4064","NLD","2002-Q4",551662.345889
"4065","NLD","2003-Q1",548480.259013
"4066","NLD","2003-Q2",543776.86451
"4067","NLD","2003-Q3",544810.719186
"4068","NLD","2003-Q4",551206.216909
"4069","NLD","2004-Q1",565291.937479
"4070","NLD","2004-Q2",574645.512779
"4071","NLD","2004-Q3",580670.602754
"4072","NLD","2004-Q4",585499.743359
"4073","NLD","2005-Q1",590968.872844
"4074","NLD","2005-Q2",599289.271439
"4075","NLD","2005-Q3",614706.621206
"4076","NLD","2005-Q4",626693.837812
"4077","NLD","2006-Q1",642215.092808
"4078","NLD","2006-Q2",661120.090617
"4079","NLD","2006-Q3",671640.084896
"4080","NLD","2006-Q4",680579.546143
"4081","NLD","2007-Q1",695071.42557
"4082","NLD","2007-Q2",703038.492197
"4083","NLD","2007-Q3",716568.418137
"4084","NLD","2007-Q4",734619.135186
"4085","NLD","2008-Q1",744956.948775
"4086","NLD","2008-Q2",755641.588928
"4087","NLD","2008-Q3",760510.554913
"4088","NLD","2008-Q4",755086.434812
"4089","NLD","2009-Q1",730927.467983
"4090","NLD","2009-Q2",726042.841378
"4091","NLD","2009-Q3",725749.711402
"4092","NLD","2009-Q4",729425.964161
"4093","NLD","2010-Q1",729368.476485
"4094","NLD","2010-Q2",735390.20879
"4095","NLD","2010-Q3",740860.124591
"4096","NLD","2010-Q4",754073.368241
"4097","NLD","2011-Q1",763079.087486
"4098","NLD","2011-Q2",768616.164575
"4099","NLD","2011-Q3",773938.838623
"4100","NLD","2011-Q4",769662.929786
"4101","NLD","2012-Q1",772567.553334
"4102","NLD","2012-Q2",779581.914495
"4103","NLD","2012-Q3",786174.56526
"4104","NLD","2012-Q4",791438.462267
"4105","NLD","2013-Q1",808558.568309
"4106","NLD","2013-Q2",813990.392344
"4107","NLD","2013-Q3",822976.219724
"4108","NLD","2013-Q4",826296.165885
"4109","NLD","2014-Q1",816809.432026
"4110","NLD","2014-Q2",817366.93848
"4111","NLD","2014-Q3",818745.120494
"4112","NLD","2014-Q4",826421.536221
"4113","NLD","2015-Q1",832696.351656
"4114","NLD","2015-Q2",836831.869129
"4115","NLD","2015-Q3",842043.557665
"4116","NLD","2015-Q4",844733.797381
"4117","NLD","2016-Q1",848953.893946
"4118","NLD","2016-Q2",855020.478169
"4119","NLD","2016-Q3",864495.770122
"4120","NLD","2016-Q4",873455.667094
"4121","NLD","2017-Q1",883074.510731
"4122","NLD","2017-Q2",897455.249354
"4123","NLD","2017-Q3",904768.360293
"4124","NLD","2017-Q4",915609.251343
"4125","NZL","1960-Q1",5889.375083
"4126","NZL","1960-Q2",5920.062296
"4127","NZL","1960-Q3",5992.333082
"4128","NZL","1960-Q4",6097.723538
"4129","NZL","1961-Q1",6235.227832
"4130","NZL","1961-Q2",6348.266619
"4131","NZL","1961-Q3",6436.766551
"4132","NZL","1961-Q4",6502.324051
"4133","NZL","1962-Q1",6553.428695
"4134","NZL","1962-Q2",6597.986871
"4135","NZL","1962-Q3",6660.758142
"4136","NZL","1962-Q4",6735.953401
"4137","NZL","1963-Q1",6844.670507
"4138","NZL","1963-Q2",6928.99031
"4139","NZL","1963-Q3",7005.189958
"4140","NZL","1963-Q4",7124.95434
"4141","NZL","1964-Q1",7206.548927
"4142","NZL","1964-Q2",7308.849973
"4143","NZL","1964-Q3",7450.407659
"4144","NZL","1964-Q4",7624.331408
"4145","NZL","1965-Q1",7832.484107
"4146","NZL","1965-Q2",8041.258223
"4147","NZL","1965-Q3",8249.25248
"4148","NZL","1965-Q4",8484.932342
"4149","NZL","1966-Q1",8721.955201
"4150","NZL","1966-Q2",8881.077725
"4151","NZL","1966-Q3",8959.606845
"4152","NZL","1966-Q4",8930.834386
"4153","NZL","1967-Q1",8764.985438
"4154","NZL","1967-Q2",8651.663705
"4155","NZL","1967-Q3",8622.436356
"4156","NZL","1967-Q4",8652.146839
"4157","NZL","1968-Q1",8730.76075
"4158","NZL","1968-Q2",8888.123477
"4159","NZL","1968-Q3",9124.108933
"4160","NZL","1968-Q4",9489.230833
"4161","NZL","1969-Q1",9913.716707
"4162","NZL","1969-Q2",10269.639896
"4163","NZL","1969-Q3",10543.648597
"4164","NZL","1969-Q4",10705.76785
"4165","NZL","1970-Q1",10776.826324
"4166","NZL","1970-Q2",10900.527329
"4167","NZL","1970-Q3",11018.006459
"4168","NZL","1970-Q4",11246.822514
"4169","NZL","1971-Q1",11559.628276
"4170","NZL","1971-Q2",11854.532176
"4171","NZL","1971-Q3",12119.804955
"4172","NZL","1971-Q4",12367.319595
"4173","NZL","1972-Q1",12709.058033
"4174","NZL","1972-Q2",12966.135819
"4175","NZL","1972-Q3",13295.024609
"4176","NZL","1972-Q4",13702.277531
"4177","NZL","1973-Q1",14131.201395
"4178","NZL","1973-Q2",14629.193422
"4179","NZL","1973-Q3",15205.898077
"4180","NZL","1973-Q4",15821.036003
"4181","NZL","1974-Q1",16450.720973
"4182","NZL","1974-Q2",17037.912817
"4183","NZL","1974-Q3",17588.135093
"4184","NZL","1974-Q4",18014.672228
"4185","NZL","1975-Q1",18177.117302
"4186","NZL","1975-Q2",18309.391128
"4187","NZL","1975-Q3",18605.388863
"4188","NZL","1975-Q4",18998.896652
"4189","NZL","1976-Q1",19395.785746
"4190","NZL","1976-Q2",19661.255518
"4191","NZL","1976-Q3",19850.456714
"4192","NZL","1976-Q4",19999.017321
"4193","NZL","1977-Q1",19975.574553
"4194","NZL","1977-Q2",20001.028463
"4195","NZL","1977-Q3",20085.209184
"4196","NZL","1977-Q4",20454.864383
"4197","NZL","1978-Q1",20792.07281
"4198","NZL","1978-Q2",21192.082663
"4199","NZL","1978-Q3",21552.517178
"4200","NZL","1978-Q4",21998.115662
"4201","NZL","1979-Q1",22369.875934
"4202","NZL","1979-Q2",22903.756317
"4203","NZL","1979-Q3",23401.030767
"4204","NZL","1979-Q4",23891.754195
"4205","NZL","1980-Q1",24429.199369
"4206","NZL","1980-Q2",25048.253013
"4207","NZL","1980-Q3",25752.068631
"4208","NZL","1980-Q4",26637.92662
"4209","NZL","1981-Q1",27526.752391
"4210","NZL","1981-Q2",28309.078553
"4211","NZL","1981-Q3",29128.01075
"4212","NZL","1981-Q4",30029.401712
"4213","NZL","1982-Q1",30851.235313
"4214","NZL","1982-Q2",31547.327057
"4215","NZL","1982-Q3",32247.726826
"4216","NZL","1982-Q4",32770.684135
"4217","NZL","1983-Q1",32259.752805
"4218","NZL","1983-Q2",33797.149353
"4219","NZL","1983-Q3",34653.912027
"4220","NZL","1983-Q4",35154.36277
"4221","NZL","1984-Q1",38349.490213
"4222","NZL","1984-Q2",37461.385509
"4223","NZL","1984-Q3",38019.467569
"4224","NZL","1984-Q4",39031.589254
"4225","NZL","1985-Q1",40086.162965
"4226","NZL","1985-Q2",39918.094028
"4227","NZL","1985-Q3",39502.905879
"4228","NZL","1985-Q4",40443.075323
"4229","NZL","1986-Q1",38305.278979
"4230","NZL","1986-Q2",41435.690753
"4231","NZL","1986-Q3",43455.444455
"4232","NZL","1986-Q4",40477.904775
"4233","NZL","1987-Q1",41046.856064
"4234","NZL","1987-Q2",42572.814711
"4235","NZL","1987-Q3",43433.319313
"4236","NZL","1987-Q4",43167.28352
"4237","NZL","1988-Q1",43967.859829
"4238","NZL","1988-Q2",44415.646949
"4239","NZL","1988-Q3",45754.609769
"4240","NZL","1988-Q4",46334.770215
"4241","NZL","1989-Q1",47395.798668
"4242","NZL","1989-Q2",48225.25528
"4243","NZL","1989-Q3",46521.90594
"4244","NZL","1989-Q4",48030.677866
"4245","NZL","1990-Q1",49057.167102
"4246","NZL","1990-Q2",49376.242929
"4247","NZL","1990-Q3",49836.879733
"4248","NZL","1990-Q4",51202.850445
"4249","NZL","1991-Q1",50025.657225
"4250","NZL","1991-Q2",49854.666702
"4251","NZL","1991-Q3",50729.173382
"4252","NZL","1991-Q4",51055.642052
"4253","NZL","1992-Q1",51486.454567
"4254","NZL","1992-Q2",52333.309457
"4255","NZL","1992-Q3",51598.535907
"4256","NZL","1992-Q4",52470.88368
"4257","NZL","1993-Q1",53948.161332
"4258","NZL","1993-Q2",54844.080982
"4259","NZL","1993-Q3",56680.908612
"4260","NZL","1993-Q4",57946.547496
"4261","NZL","1994-Q1",59970.976508
"4262","NZL","1994-Q2",60396.896517
"4263","NZL","1994-Q3",60950.713567
"4264","NZL","1994-Q4",61878.839334
"4265","NZL","1995-Q1",63096.162901
"4266","NZL","1995-Q2",64822.140754
"4267","NZL","1995-Q3",65089.381124
"4268","NZL","1995-Q4",66073.769917
"4269","NZL","1996-Q1",66974.737641
"4270","NZL","1996-Q2",68127.263804
"4271","NZL","1996-Q3",68999.979093
"4272","NZL","1996-Q4",69773.864884
"4273","NZL","1997-Q1",69826.000424
"4274","NZL","1997-Q2",71649.593442
"4275","NZL","1997-Q3",73129.419591
"4276","NZL","1997-Q4",72264.403127
"4277","NZL","1998-Q1",72310.101882
"4278","NZL","1998-Q2",72062.626339
"4279","NZL","1998-Q3",72999.78824
"4280","NZL","1998-Q4",74787.884068
"4281","NZL","1999-Q1",75914.465291
"4282","NZL","1999-Q2",76636.722821
"4283","NZL","1999-Q3",77998.072309
"4284","NZL","1999-Q4",79298.726012
"4285","NZL","2000-Q1",81784.04409
"4286","NZL","2000-Q2",81194.293037
"4287","NZL","2000-Q3",81903.659969
"4288","NZL","2000-Q4",82937.760963
"4289","NZL","2001-Q1",82795.832107
"4290","NZL","2001-Q2",86066.709335
"4291","NZL","2001-Q3",86194.88433
"4292","NZL","2001-Q4",87761.522945
"4293","NZL","2002-Q1",89161.377431
"4294","NZL","2002-Q2",90062.017565
"4295","NZL","2002-Q3",91461.822443
"4296","NZL","2002-Q4",93288.40717
"4297","NZL","2003-Q1",93422.876068
"4298","NZL","2003-Q2",93204.387269
"4299","NZL","2003-Q3",94841.339659
"4300","NZL","2003-Q4",96874.907109
"4301","NZL","2004-Q1",100386.380223
"4302","NZL","2004-Q2",101576.55168
"4303","NZL","2004-Q3",102006.495732
"4304","NZL","2004-Q4",101974.90054
"4305","NZL","2005-Q1",101668.979127
"4306","NZL","2005-Q2",104249.578328
"4307","NZL","2005-Q3",105561.589056
"4308","NZL","2005-Q4",107366.263552
"4309","NZL","2006-Q1",110858.618282
"4310","NZL","2006-Q2",112580.925041
"4311","NZL","2006-Q3",115828.633858
"4312","NZL","2006-Q4",117111.359834
"4313","NZL","2007-Q1",118764.408762
"4314","NZL","2007-Q2",120835.064963
"4315","NZL","2007-Q3",122813.95856
"4316","NZL","2007-Q4",124652.394197
"4317","NZL","2008-Q1",126245.545032
"4318","NZL","2008-Q2",126139.920795
"4319","NZL","2008-Q3",127910.639145
"4320","NZL","2008-Q4",128678.481994
"4321","NZL","2009-Q1",128583.859491
"4322","NZL","2009-Q2",130157.991267
"4323","NZL","2009-Q3",130918.902818
"4324","NZL","2009-Q4",132501.106794
"4325","NZL","2010-Q1",133985.470191
"4326","NZL","2010-Q2",135404.53311
"4327","NZL","2010-Q3",134676.112048
"4328","NZL","2010-Q4",134759.468774
"4329","NZL","2011-Q1",139089.970024
"4330","NZL","2011-Q2",141876.889771
"4331","NZL","2011-Q3",143905.628555
"4332","NZL","2011-Q4",143722.048492
"4333","NZL","2012-Q1",142173.898881
"4334","NZL","2012-Q2",142724.720831
"4335","NZL","2012-Q3",144527.215427
"4336","NZL","2012-Q4",148343.400846
"4337","NZL","2013-Q1",153064.406016
"4338","NZL","2013-Q2",155633.235368
"4339","NZL","2013-Q3",159482.504959
"4340","NZL","2013-Q4",162091.399224
"4341","NZL","2014-Q1",164590.437861
"4342","NZL","2014-Q2",166059.96505
"4343","NZL","2014-Q3",168008.575373
"4344","NZL","2014-Q4",169156.963269
"4345","NZL","2015-Q1",168677.184947
"4346","NZL","2015-Q2",170152.049188
"4347","NZL","2015-Q3",172587.418809
"4348","NZL","2015-Q4",174592.596765
"4349","NZL","2016-Q1",177099.351972
"4350","NZL","2016-Q2",180287.71246
"4351","NZL","2016-Q3",182335.582597
"4352","NZL","2016-Q4",184953.184833
"4353","NZL","2017-Q1",187031.326459
"4354","NZL","2017-Q2",190855.682293
"4355","NZL","2017-Q3",194375.707286
"4356","NZL","2017-Q4",196833.913438
"4357","NOR","1960-Q1",6399.687619
"4358","NOR","1960-Q2",6424.291586
"4359","NOR","1960-Q3",6503.498042
"4360","NOR","1960-Q4",6628.025538
"4361","NOR","1961-Q1",6796.726466
"4362","NOR","1961-Q2",6934.15349
"4363","NOR","1961-Q3",7040.269192
"4364","NOR","1961-Q4",7116.950524
"4365","NOR","1962-Q1",7173.571196
"4366","NOR","1962-Q2",7218.666096
"4367","NOR","1962-Q3",7280.547355
"4368","NOR","1962-Q4",7355.502298
"4369","NOR","1963-Q1",7462.672385
"4370","NOR","1963-Q2",7554.519699
"4371","NOR","1963-Q3",7648.037923
"4372","NOR","1963-Q4",7799.712137
"4373","NOR","1964-Q1",7919.170666
"4374","NOR","1964-Q2",8040.170055
"4375","NOR","1964-Q3",8182.682258
"4376","NOR","1964-Q4",8337.687199
"4377","NOR","1965-Q1",8505.53797
"4378","NOR","1965-Q2",8650.443537
"4379","NOR","1965-Q3",8771.418856
"4380","NOR","1965-Q4",8898.491163
"4381","NOR","1966-Q1",9003.637459
"4382","NOR","1966-Q2",9163.217926
"4383","NOR","1966-Q3",9377.143489
"4384","NOR","1966-Q4",9621.36236
"4385","NOR","1967-Q1",9865.581386
"4386","NOR","1967-Q2",10068.862385
"4387","NOR","1967-Q3",10268.130436
"4388","NOR","1967-Q4",10432.617797
"4389","NOR","1968-Q1",10547.287939
"4390","NOR","1968-Q2",10701.192591
"4391","NOR","1968-Q3",10893.984275
"4392","NOR","1968-Q4",11181.403536
"4393","NOR","1969-Q1",11476.971424
"4394","NOR","1969-Q2",11761.415054
"4395","NOR","1969-Q3",12022.091393
"4396","NOR","1969-Q4",12227.942057
"4397","NOR","1970-Q1",12406.05127
"4398","NOR","1970-Q2",12630.924026
"4399","NOR","1970-Q3",12833.53121
"4400","NOR","1970-Q4",13150.319131
"4401","NOR","1971-Q1",13549.928077
"4402","NOR","1971-Q2",13918.022857
"4403","NOR","1971-Q3",14239.333851
"4404","NOR","1971-Q4",14525.704804
"4405","NOR","1972-Q1",14907.618467
"4406","NOR","1972-Q2",15161.603089
"4407","NOR","1972-Q3",15473.205387
"4408","NOR","1972-Q4",15847.992974
"4409","NOR","1973-Q1",16220.465389
"4410","NOR","1973-Q2",16652.841393
"4411","NOR","1973-Q3",17152.221298
"4412","NOR","1973-Q4",17669.38604
"4413","NOR","1974-Q1",18173.609793
"4414","NOR","1974-Q2",18791.841449
"4415","NOR","1974-Q3",19543.413001
"4416","NOR","1974-Q4",20349.721706
"4417","NOR","1975-Q1",21067.180664
"4418","NOR","1975-Q2",21686.995163
"4419","NOR","1975-Q3",22427.219452
"4420","NOR","1975-Q4",23203.429752
"4421","NOR","1976-Q1",23891.525319
"4422","NOR","1976-Q2",24499.722517
"4423","NOR","1976-Q3",25101.064954
"4424","NOR","1976-Q4",25748.902563
"4425","NOR","1977-Q1",26282.857409
"4426","NOR","1977-Q2",26881.788322
"4427","NOR","1977-Q3",27557.664423
"4428","NOR","1977-Q4",28628.570052
"4429","NOR","1978-Q1",29755.596399
"4430","NOR","1978-Q2",30981.231282
"4431","NOR","1978-Q3",31994.245238
"4432","NOR","1978-Q4",32745.252157
"4433","NOR","1979-Q1",33135.387034
"4434","NOR","1979-Q2",34892.387127
"4435","NOR","1979-Q3",36497.843249
"4436","NOR","1979-Q4",37482.03485
"4437","NOR","1980-Q1",39656.921082
"4438","NOR","1980-Q2",39644.790397
"4439","NOR","1980-Q3",39807.754662
"4440","NOR","1980-Q4",41809.14041
"4441","NOR","1981-Q1",43637.422164
"4442","NOR","1981-Q2",44678.466826
"4443","NOR","1981-Q3",44930.254508
"4444","NOR","1981-Q4",45753.462926
"4445","NOR","1982-Q1",46688.792672
"4446","NOR","1982-Q2",47253.026479
"4447","NOR","1982-Q3",47945.081005
"4448","NOR","1982-Q4",48689.458692
"4449","NOR","1983-Q1",50100.436564
"4450","NOR","1983-Q2",51052.557156
"4451","NOR","1983-Q3",52322.093747
"4452","NOR","1983-Q4",52712.705758
"4453","NOR","1984-Q1",54650.909972
"4454","NOR","1984-Q2",55390.71108
"4455","NOR","1984-Q3",57382.879519
"4456","NOR","1984-Q4",58881.788627
"4457","NOR","1985-Q1",60628.305548
"4458","NOR","1985-Q2",60096.97396
"4459","NOR","1985-Q3",62161.981627
"4460","NOR","1985-Q4",63115.288626
"4461","NOR","1986-Q1",64635.416625
"4462","NOR","1986-Q2",64033.950107
"4463","NOR","1986-Q3",65987.701255
"4464","NOR","1986-Q4",66733.427834
"4465","NOR","1987-Q1",66949.674312
"4466","NOR","1987-Q2",68908.246081
"4467","NOR","1987-Q3",67643.788891
"4468","NOR","1987-Q4",69505.125301
"4469","NOR","1988-Q1",69871.590821
"4470","NOR","1988-Q2",69534.267357
"4471","NOR","1988-Q3",71006.418706
"4472","NOR","1988-Q4",71724.134943
"4473","NOR","1989-Q1",72071.791609
"4474","NOR","1989-Q2",73675.710725
"4475","NOR","1989-Q3",74895.821745
"4476","NOR","1989-Q4",75871.722406
"4477","NOR","1990-Q1",76320.787841
"4478","NOR","1990-Q2",77863.309163
"4479","NOR","1990-Q3",77739.934405
"4480","NOR","1990-Q4",80413.23466
"4481","NOR","1991-Q1",81928.098415
"4482","NOR","1991-Q2",82944.676025
"4483","NOR","1991-Q3",83374.694933
"4484","NOR","1991-Q4",84465.721524
"4485","NOR","1992-Q1",86660.285593
"4486","NOR","1992-Q2",87683.445121
"4487","NOR","1992-Q3",89257.957252
"4488","NOR","1992-Q4",89210.306311
"4489","NOR","1993-Q1",89106.666023
"4490","NOR","1993-Q2",91220.365966
"4491","NOR","1993-Q3",93651.48184
"4492","NOR","1993-Q4",97583.034163
"4493","NOR","1994-Q1",97069.771206
"4494","NOR","1994-Q2",99854.083543
"4495","NOR","1994-Q3",98951.369143
"4496","NOR","1994-Q4",103233.770395
"4497","NOR","1995-Q1",102712.673801
"4498","NOR","1995-Q2",104122.134239
"4499","NOR","1995-Q3",107516.766527
"4500","NOR","1995-Q4",110203.403953
"4501","NOR","1996-Q1",113721.259476
"4502","NOR","1996-Q2",115056.072848
"4503","NOR","1996-Q3",120110.114057
"4504","NOR","1996-Q4",119437.87017
"4505","NOR","1997-Q1",123840.845606
"4506","NOR","1997-Q2",126859.538194
"4507","NOR","1997-Q3",126108.929399
"4508","NOR","1997-Q4",126501.545301
