"","Year","Quarter","CPI","CPI_indirectcharges_loan&deposit","CPI_seasonallyadjusted","HPI_residentprop","HPI_establishedhouse","HPI_dwelling","EXPI_ANZSIC_agri_forest_fishing","EXPI_ANZSIC_Mining","EXPI_ANZSIC_Manufacturing","EXPI_SITC","IMPI_SITC","IMPI_ANZSIC_agri_forest_fishing","IMPI_ANZSIC_Mining","IMPI_ANZSIC_Manufacturing","WPI","WPI_seasonal","WPI_trend","PPI_incl_exports","PPI_excl_exports","Aggreate_CurrentAcc_Million","Good_Services_Cr","Good_Services_Deb","Sec_Income_Cr","Sec_Income_Deb","Aggregate_CapitalAcc_Million","Capital_Cr","Capital_Deb","Pri_Income_Cr","Pri_Income_Deb","Aggregate_FinanicalAcc_Million","Neterror_Million","Good_Services_Cr_ChainMeasure_Million","Good_Services_Deb_ChainMeasure_Million","Good_Services_Cr_ImpPriceDeflatorInd","Good_Services_Deb_ImpPriceDeflatorInd","Total_Foreign_GrossAssets","Total_Foreign_GrossLiabilities","Net_Intl_Investment","export_inThousands","import_inThousands"
"1","1948","Q3",3.7,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","1948","Q4",3.8,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","1949","Q1",3.9,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","1949","Q2",4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","1949","Q3",4.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","1949","Q4",4.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","1950","Q1",4.2,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","1950","Q2",4.3,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","1950","Q3",4.4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","1950","Q4",4.6,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","1951","Q1",4.8,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","1951","Q2",5.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","1951","Q3",5.3,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","1951","Q4",5.7,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","1952","Q1",5.9,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","1952","Q2",6.1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","1952","Q3",6.2,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","1952","Q4",6.3,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","1953","Q1",6.3,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","1953","Q2",6.4,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","1953","Q3",6.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","1953","Q4",6.4,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","1954","Q1",6.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","1954","Q2",6.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","1954","Q3",6.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","1954","Q4",6.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","1955","Q1",6.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","1955","Q2",6.6,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","1955","Q3",6.6,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","1955","Q4",6.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","1956","Q1",6.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","1956","Q2",7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","1956","Q3",7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","1956","Q4",7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","1957","Q1",7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","1957","Q2",7.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","1957","Q3",7.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","1957","Q4",7.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","1958","Q1",7.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","1958","Q2",7.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","1958","Q3",7.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","1958","Q4",7.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","1959","Q1",7.3,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","1959","Q2",7.3,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","1959","Q3",7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100,465,-532,53,-21,-1,0,-1,11,-76,102,-1,3479,-3310,13.4,16.1,0,0,0,NA,NA
"46","1959","Q4",7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,612,-565,56,-19,-1,0,-1,12,-83,23,-35,4605,-3453,13.3,16.4,0,0,0,NA,NA
"47","1960","Q1",7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71,557,-596,56,-22,-2,0,-2,10,-76,101,-28,4100,-3642,13.6,16.4,0,0,0,NA,NA
"48","1960","Q2",7.6,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-153,521,-639,54,-27,-2,0,-2,14,-76,174,-19,3835,-3999,13.6,16,0,0,0,NA,NA
"49","1960","Q3",7.7,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-243,456,-672,59,-29,-2,0,-2,14,-71,338,-93,3431,-4131,13.3,16.3,0,0,0,NA,NA
"50","1960","Q4",7.8,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-178,522,-670,60,-27,-2,0,-2,15,-78,167,13,3821,-4168,13.7,16.1,0,0,0,NA,NA
"51","1961","Q1",7.8,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-160,571,-688,62,-23,-2,0,-2,12,-94,118,44,4419,-4204,12.9,16.4,0,0,0,NA,NA
"52","1961","Q2",7.9,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,627,-606,59,-23,-2,0,-2,14,-74,-90,95,5146,-3703,12.2,16.4,0,0,0,NA,NA
"53","1961","Q3",7.8,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,569,-534,61,-33,-3,0,-3,16,-56,19,-39,4281,-3283,13.3,16.3,0,0,0,NA,NA
"54","1961","Q4",7.8,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,643,-510,69,-25,-2,0,-2,22,-90,-8,-99,4976,-3154,12.9,16.2,0,0,0,NA,NA
"55","1962","Q1",7.8,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,630,-578,60,-29,-3,0,-3,17,-72,18,-43,4904,-3596,12.8,16.1,0,0,0,NA,NA
"56","1962","Q2",7.8,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,634,-621,64,-30,-2,0,-2,18,-70,20,-13,4935,-3863,12.8,16.1,0,0,0,NA,NA
"57","1962","Q3",7.8,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-139,539,-656,64,-30,-2,0,-2,14,-70,172,-31,4148,-4009,13,16.4,0,0,0,NA,NA
"58","1962","Q4",7.8,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-50,642,-652,71,-31,-3,0,-3,19,-99,77,-24,4940,-3984,13,16.4,0,0,0,NA,NA
"59","1963","Q1",7.8,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-52,653,-656,69,-32,-3,0,-3,18,-104,63,-8,4806,-4057,13.6,16.2,0,0,0,NA,NA
"60","1963","Q2",7.8,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62,663,-692,69,-42,-4,0,-4,18,-78,76,-10,4776,-4254,13.9,16.3,0,0,0,NA,NA
"61","1963","Q3",7.9,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30,717,-697,70,-42,-3,0,-3,18,-96,-33,66,5084,-4336,14.1,16.1,0,0,0,NA,NA
"62","1963","Q4",7.9,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,831,-677,72,-39,-3,0,-3,21,-93,-108,-4,5742,-4212,14.5,16.1,0,0,0,NA,NA
"63","1964","Q1",8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,812,-736,72,-35,-3,0,-3,21,-83,39,-87,5417,-4579,15,16.1,0,0,0,NA,NA
"64","1964","Q2",8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-51,809,-810,77,-42,-4,0,-4,25,-110,81,-26,5506,-5009,14.7,16.2,0,0,0,NA,NA
"65","1964","Q3",8.1,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-162,710,-847,73,-40,-3,0,-3,26,-84,204,-39,4931,-5238,14.4,16.2,0,0,0,NA,NA
"66","1964","Q4",8.2,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111,792,-864,75,-40,-4,0,-4,30,-104,97,18,5558,-5343,14.3,16.2,0,0,0,NA,NA
"67","1965","Q1",8.2,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-164,764,-884,77,-50,-5,0,-5,28,-99,223,-54,5446,-5339,14,16.6,0,0,0,NA,NA
"68","1965","Q2",8.3,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-197,795,-940,76,-52,-5,0,-5,26,-102,269,-67,5758,-5677,13.8,16.6,0,0,0,NA,NA
"69","1965","Q3",8.4,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-295,762,-1013,82,-45,-4,0,-4,27,-108,282,17,5489,-6154,13.9,16.5,0,0,0,NA,NA
"70","1965","Q4",8.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-204,795,-933,76,-60,-4,0,-4,23,-105,175,33,5637,-5668,14.1,16.5,0,0,0,NA,NA
"71","1966","Q1",8.6,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-140,768,-865,76,-48,-4,0,-4,25,-96,136,8,5280,-5164,14.5,16.8,0,0,0,NA,NA
"72","1966","Q2",8.6,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110,823,-872,77,-64,-7,0,-7,28,-102,75,42,5601,-5205,14.7,16.8,0,0,0,NA,NA
"73","1966","Q3",8.6,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-153,822,-917,84,-61,-5,0,-5,30,-111,121,37,5768,-5474,14.3,16.8,0,0,0,NA,NA
"74","1966","Q4",8.7,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-109,843,-887,81,-69,-5,0,-5,26,-103,146,-32,5795,-5388,14.5,16.5,0,0,0,NA,NA
"75","1967","Q1",8.8,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-138,891,-972,81,-64,-7,0,-7,32,-106,176,-31,6157,-5769,14.5,16.8,0,0,0,NA,NA
"76","1967","Q2",8.9,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-137,940,-994,85,-66,-6,0,-6,24,-126,82,61,6700,-5934,14,16.8,0,0,0,NA,NA
"77","1967","Q3",9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-237,861,-1017,85,-73,-6,0,-6,26,-119,298,-55,6269,-5867,13.7,17.3,0,0,0,NA,NA
"78","1967","Q4",9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-195,925,-1000,90,-74,-7,0,-7,22,-158,291,-89,6699,-5868,13.8,17,0,0,0,NA,NA
"79","1968","Q1",9.1,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-335,858,-1124,87,-56,-5,0,-5,28,-128,201,139,6116,-6633,14,16.9,0,0,0,NA,NA
"80","1968","Q2",9.1,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-247,942,-1083,89,-60,-5,0,-5,32,-167,350,-98,6509,-6428,14.5,16.8,0,0,0,NA,NA
"81","1968","Q3",9.2,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-316,902,-1127,114,-88,-6,0,-6,33,-150,294,28,6463,-6576,14,17.1,0,0,0,NA,NA
"82","1968","Q4",9.2,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-192,1004,-1077,115,-91,-7,0,-7,27,-170,203,-4,7471,-6392,13.4,16.8,0,0,0,NA,NA
"83","1969","Q1",9.4,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-144,967,-1043,112,-71,-5,0,-5,41,-150,177,-28,6483,-6226,14.9,16.8,0,0,0,NA,NA
"84","1969","Q2",9.4,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-202,1036,-1113,113,-92,-7,0,-7,38,-184,188,21,6844,-6457,15.1,17.2,0,0,0,NA,NA
"85","1969","Q3",9.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-148,1150,-1209,122,-95,-6,0,-6,29,-145,204,-50,7787,-6975,14.8,17.3,0,0,0,NA,NA
"86","1969","Q4",9.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-172,1173,-1208,121,-105,-9,0,-9,39,-192,179,2,7983,-6969,14.7,17.3,0,0,0,NA,NA
"87","1970","Q1",9.6,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76,1228,-1187,127,-84,-6,0,-6,34,-194,235,-153,7882,-6810,15.6,17.4,0,0,0,NA,NA
"88","1970","Q2",9.7,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-158,1230,-1267,124,-96,-7,0,-7,46,-195,34,131,8086,-7035,15.2,18,0,0,0,NA,NA
"89","1970","Q3",9.8,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-164,1258,-1307,131,-115,-7,0,-7,39,-170,237,-66,8519,-7336,14.8,17.8,0,0,0,NA,NA
"90","1970","Q4",10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-184,1258,-1282,131,-121,-8,0,-8,41,-211,194,-2,8873,-7118,14.2,18,0,0,0,NA,NA
"91","1971","Q1",10.1,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-169,1203,-1263,132,-97,-8,0,-8,40,-184,190,-13,8228,-6938,14.6,18.2,0,0,0,NA,NA
"92","1971","Q2",10.2,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90,1384,-1362,134,-92,-6,0,-6,57,-211,175,-79,9188,-7250,15.1,18.8,0,0,0,NA,NA
"93","1971","Q3",10.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100,1421,-1425,138,-115,-9,0,-9,60,-179,65,44,9252,-7179,15.4,19.9,0,0,0,NA,NA
"94","1971","Q4",10.7,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-182,1360,-1370,144,-120,-7,0,-7,59,-255,82,107,9445,-6737,14.4,20.3,0,0,0,NA,NA
"95","1972","Q1",10.8,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1410,-1303,144,-94,-8,0,-8,60,-189,-39,19,9361,-6408,15.1,20.3,0,0,0,NA,NA
"96","1972","Q2",10.9,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,1513,-1227,145,-121,-10,0,-10,71,-214,-279,122,9356,-6034,16.2,20.3,0,0,0,NA,NA
"97","1972","Q3",11.1,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,1564,-1270,148,-133,-10,0,-10,89,-213,-156,-19,9209,-6072,17,20.9,0,0,0,NA,NA
"98","1972","Q4",11.2,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,1759,-1353,153,-159,-10,0,-10,95,-265,-365,145,10052,-6529,17.5,20.7,0,0,0,NA,NA
"99","1973","Q1",11.4,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,1871,-1402,165,-106,-9,0,-9,104,-318,-30,-275,9783,-6895,19.1,20.3,0,0,0,NA,NA
"100","1973","Q2",11.8,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,1846,-1456,154,-131,-13,0,-13,99,-246,-191,-62,9124,-7194,20.2,20.2,0,0,0,NA,NA
"101","1973","Q3",12.2,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1871,-1709,143,-135,-9,0,-9,120,-266,44,-59,9148,-8059,20.5,21.2,0,0,0,NA,NA
"102","1973","Q4",12.6,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,1988,-1822,147,-141,-7,0,-7,142,-319,49,-37,9348,-8438,21.3,21.6,0,0,0,NA,NA
"103","1974","Q1",13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-213,1958,-2040,181,-142,-12,0,-12,144,-314,238,-13,8554,-8965,22.9,22.8,0,0,0,NA,NA
"104","1974","Q2",13.5,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-448,2108,-2393,182,-187,-16,0,-16,145,-303,468,-4,8811,-9326,23.9,25.7,0,0,0,NA,NA
